No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
415,1,B,Quercus rubra,0.1,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.11,24.98,3.52,26.8,14.56,33,115.5,0.0,0,1
1164,3,D,Quercus rubra,0.087,Med,2016,Quercus rubra,1688,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,15.64,32.29,3.63,25.82,14.81,7,24.5,1.0,0,0
417,1,B,Quercus alba,0.1,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,12.86,22.31,4.67,17.64,23.98,33,115.5,0.0,0,1
1177,3,B,Prunus serotina,0.082,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,30.68,0.0,0.38,9.31,11.9,7,24.5,1.0,0,0
1182,3,D,Quercus rubra,0.087,Med,2017,Quercus alba,1320,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,25.0,8.16,3.83,20.9,18.1,7,24.5,0.0,1,0
428,1,D,Quercus alba,0.107,Med,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,2018-05-10,11.59,11.88,3.73,21.08,17.84,33,115.5,0.0,0,1
432,1,E,Quercus alba,0.098,Med,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.03,30.14,5.01,18.79,22.71,33,115.5,0.0,0,1
433,2,A,Acer saccharum,0.083,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,14.7,0.0,-0.22,13.7,12.02,18,63.0,1.0,0,0
434,2,A,Prunus serotina,0.083,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,2018-06-05,10.01,0.0,0.08,7.38,11.59,17,59.5,1.0,0,0
436,2,A,Quercus alba,0.083,Med,2016,Quercus rubra,984,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,22.69,39.08,5.07,20.06,20.32,20,70.0,1.0,0,0
1204,3,D,Quercus rubra,0.087,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,14.0,7.0,3.42,24.75,14.66,7,24.5,0.0,1,0
1209,3,B,Acer saccharum,0.082,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.34,0.0,0.04,13.87,12.07,7,24.5,1.0,0,0
1220,3,D,Quercus alba,0.087,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,20.0,38.89,5.34,20.57,19.41,7,24.5,0.0,1,0
1221,3,D,Quercus rubra,0.087,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.0,26.67,2.59,27.62,11.09,7,24.5,0.0,1,0
444,2,C,Acer saccharum,0.097,Med,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,2018-06-07,6.92,0.0,0.08,12.49,12.31,19,66.5,1.0,0,0
1224,3,D,Prunus serotina,0.087,Med,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,21.0,0.0,0.27,10.36,16.74,7,24.5,0.0,1,0
1229,3,B,Acer saccharum,0.082,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,15.0,0.0,-0.4,13.33,13.68,7,24.5,0.0,1,0
1234,3,D,Quercus rubra,0.087,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.29,27.83,3.35,24.9,14.95,7,24.5,1.0,0,0
456,2,A,Quercus rubra,0.083,Med,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,2018-06-07,4.89,3.78,3.39,24.95,14.51,17,59.5,1.0,0,0
1235,3,D,Quercus alba,0.087,Med,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,2018-06-07,2.0,0.0,3.21,19.19,19.05,7,24.5,0.0,1,0
1245,3,B,Quercus alba,0.082,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,16.0,10.0,3.82,18.49,20.93,7,24.5,0.0,1,0
1256,3,D,Acer saccharum,0.087,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,14.72,0.0,-0.08,13.88,12.21,7,24.5,1.0,0,0
1269,3,B,Quercus rubra,0.082,Med,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,22.0,0.0,2.65,26.05,11.46,7,24.5,0.0,1,0
1270,3,D,Quercus alba,0.087,Med,2016,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,12.0,28.57,5.34,20.74,19.02,7,24.5,0.0,1,0
1284,3,B,Acer saccharum,0.082,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,19.14,0.0,-0.09,13.75,12.02,7,24.5,1.0,0,0
1292,3,D,Acer saccharum,0.087,Med,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,16.0,0.0,0.61,13.34,12.58,7,24.5,0.0,1,0
1300,4,A,Prunus serotina,0.078,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,2018-06-05,2.0,0.0,0.17,9.97,14.83,7,24.5,0.0,1,0
1301,4,A,Quercus rubra,0.078,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,31.0,60.0,2.46,27.08,9.94,7,24.5,0.0,1,0
496,2,C,Quercus alba,0.097,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.71,38.68,4.24,19.0,23.37,33,115.5,0.0,0,1
497,2,C,Quercus alba,0.097,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,27.93,32.53,4.97,19.41,20.57,33,115.5,0.0,0,1
1306,4,C,Acer saccharum,0.079,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.89,0.0,-0.03,14.04,12.55,7,24.5,1.0,0,0
503,2,C,Quercus rubra,0.097,Med,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,2018-06-07,8.78,6.92,3.5,24.34,15.47,21,73.5,1.0,0,0
504,2,C,Quercus rubra,0.097,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.17,25.79,3.55,26.7,14.45,33,115.5,0.0,0,1
505,2,A,Acer saccharum,0.083,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.7,0.0,-0.03,13.97,12.54,17,59.5,1.0,0,0
1307,4,C,Acer saccharum,0.079,Med,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,2018-06-07,12.0,0.0,-0.05,11.92,11.73,7,24.5,0.0,1,0
508,2,A,Prunus serotina,0.083,Med,2016,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,29.89,0.0,0.37,9.21,11.48,18,63.0,1.0,0,0
1312,4,C,Quercus alba,0.079,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,0.0,14.29,4.97,25.04,15.64,7,24.5,0.0,1,0
1324,4,C,Quercus alba,0.079,Med,2016,Quercus alba,1297,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,26.0,60.0,4.92,23.34,16.81,7,24.5,0.0,1,0
516,2,C,Quercus rubra,0.097,Med,2016,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,21.42,42.66,3.67,26.32,14.7,33,115.5,0.0,0,1
524,2,A,Quercus alba,0.083,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,22.69,39.08,5.07,20.06,20.32,33,115.5,0.0,0,1
525,2,A,Quercus alba,0.083,Med,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,11.48,37.96,5.02,23.06,16.79,23,80.5,1.0,0,0
532,2,C,Quercus rubra,0.097,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.91,30.64,3.76,20.89,17.96,33,115.5,0.0,0,1
537,2,C,Quercus rubra,0.097,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,28.86,42.33,3.82,26.8,14.74,19,66.5,1.0,0,0
541,2,A,Quercus alba,0.083,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.38,21.88,4.88,18.46,22.01,33,115.5,0.0,0,1
542,2,A,Prunus serotina,0.083,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,29.89,0.0,0.37,9.21,11.48,17,59.5,1.0,0,0
1339,4,A,Prunus serotina,0.078,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,31.87,0.0,0.35,7.92,11.1,7,24.5,1.0,0,0
1346,4,C,Quercus alba,0.079,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.0,0.0,3.5,24.44,12.56,7,24.5,0.0,1,0
1350,4,C,Acer saccharum,0.079,Med,2016,Sterile,1323,Sterile,Sterilized,AMF,Sterile,2018-06-07,7.0,0.0,-0.18,13.3,12.34,7,24.5,0.0,1,0
548,2,A,Prunus serotina,0.083,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,29.89,0.0,0.37,9.21,11.48,17,59.5,1.0,0,0
554,2,C,Quercus alba,0.097,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,27.93,32.53,4.97,19.41,20.57,33,115.5,0.0,0,1
1354,4,A,Prunus serotina,0.078,Med,2016,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,34.76,0.0,0.46,8.54,11.6,7,24.5,1.0,0,0
1359,4,A,Acer saccharum,0.078,Med,2017,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,15.86,0.0,-0.2,13.81,11.98,7,24.5,1.0,0,0
564,2,A,Quercus alba,0.083,Med,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,2018-06-07,1.11,1.24,2.98,18.78,19.02,33,115.5,0.0,0,1
1360,4,C,Quercus alba,0.079,Med,2016,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,5.0,10.53,4.44,13.63,22.3,7,24.5,0.0,1,0
568,2,C,Quercus alba,0.097,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.66,36.41,5.23,21.28,18.19,20,70.0,1.0,0,0
1385,4,C,Acer saccharum,0.079,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-07,5.0,0.0,-0.1,9.4,9.46,7,24.5,0.0,1,0
1393,4,A,Acer saccharum,0.078,Med,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,20.04,0.0,0.26,14.45,11.93,7,24.5,1.0,0,0
1414,4,C,Prunus serotina,0.079,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,35.48,0.0,0.4,7.81,11.26,7,24.5,1.0,0,0
1417,4,C,Acer saccharum,0.079,Med,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,15.54,0.0,-0.19,13.75,11.94,7,24.5,1.0,0,0
1418,4,C,Prunus serotina,0.079,Med,2017,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,25.54,0.0,0.66,9.22,11.87,7,24.5,1.0,0,0
1421,4,C,Quercus alba,0.079,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,13.0,27.87,3.49,26.57,8.32,7,24.5,0.0,1,0
1458,4,C,Quercus alba,0.079,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.0,0.0,4.97,18.29,22.22,7,24.5,0.0,1,0
1464,4,A,Acer saccharum,0.078,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,22.59,0.0,-0.72,14.06,12.18,7,24.5,1.0,0,0
589,2,C,Quercus rubra,0.097,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.17,25.79,3.55,26.7,14.45,33,115.5,0.0,0,1
1472,4,C,Quercus rubra,0.079,Med,2016,Sterile,970,Sterile,Sterilized,EMF,Sterile,2018-06-07,0.0,0.0,3.23,24.96,13.41,7,24.5,0.0,1,0
1475,4,C,Quercus alba,0.079,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,12.0,0.0,4.76,23.42,16.15,7,24.5,0.0,1,0
1479,4,A,Prunus serotina,0.078,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,25.41,0.0,0.65,9.28,11.93,7,24.5,1.0,0,0
1485,4,E,Acer saccharum,0.071,Low,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,11.88,0.0,-0.04,11.0,11.2,7,24.5,1.0,0,0
1492,4,C,Acer saccharum,0.079,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,19.56,0.0,0.26,14.14,11.89,7,24.5,1.0,0,0
1493,4,C,Quercus rubra,0.079,Med,2016,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,7.0,34.62,3.56,26.33,15.14,7,24.5,0.0,1,0
1509,4,C,Quercus alba,0.079,Med,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,22.0,36.36,3.54,25.94,12.25,7,24.5,0.0,1,0
1510,4,C,Quercus rubra,0.079,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,15.96,29.74,3.57,25.75,14.62,7,24.5,1.0,0,0
1521,4,E,Quercus rubra,0.071,Low,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,26.0,0.0,3.89,23.43,16.39,7,24.5,0.0,1,0
635,2,A,Quercus alba,0.083,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.38,21.88,4.88,18.46,22.01,33,115.5,0.0,0,1
639,2,E,Quercus rubra,0.118,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.64,34.98,3.44,22.85,16.6,33,115.5,0.0,0,1
640,2,E,Quercus rubra,0.118,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.64,34.98,3.44,22.85,16.6,33,115.5,0.0,0,1
1554,4,B,Quercus rubra,0.076,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,13.0,0.0,3.64,22.98,16.12,7,24.5,0.0,1,0
1567,4,B,Quercus rubra,0.076,Med,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,27.0,6.78,3.64,19.3,18.91,7,24.5,0.0,1,0
1576,4,D,Quercus alba,0.073,Low,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,7.0,19.0,4.69,22.94,16.63,7,24.5,0.0,1,0
1585,4,B,Quercus alba,0.076,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.0,48.39,4.92,19.29,21.67,7,24.5,0.0,1,0
1587,4,B,Quercus alba,0.076,Med,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,2018-06-07,6.0,0.0,2.83,22.75,16.24,7,24.5,0.0,1,0
654,2,B,Quercus rubra,0.082,Med,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,2018-06-07,4.09,7.25,3.3,24.98,14.45,33,115.5,0.0,0,1
1589,4,B,Acer saccharum,0.076,Med,2016,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,18.16,0.0,-0.15,10.32,10.73,7,24.5,1.0,0,0
1598,4,D,Quercus alba,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,11.0,29.82,3.58,19.82,19.21,7,24.5,0.0,1,0
659,2,E,Acer saccharum,0.118,Med,2017,Sterile,1323,Sterile,Sterilized,AMF,Sterile,2018-06-07,8.38,0.0,0.14,10.63,11.53,19,66.5,1.0,0,0
1599,4,D,Quercus rubra,0.073,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.0,15.56,2.9,24.53,12.62,7,24.5,0.0,1,0
1612,4,D,Quercus rubra,0.073,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.0,15.79,3.7,22.76,16.8,7,24.5,0.0,1,0
665,2,D,Quercus rubra,0.1,Med,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,2018-06-07,8.35,4.35,3.51,24.68,15.09,33,115.5,0.0,0,1
1617,4,D,Quercus rubra,0.073,Low,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,19.0,4.17,2.69,32.21,9.85,7,24.5,0.0,1,0
671,2,B,Quercus rubra,0.082,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.88,30.35,3.55,26.87,14.48,19,66.5,1.0,0,0
676,2,E,Quercus alba,0.118,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.62,27.21,5.22,18.79,24.0,21,73.5,1.0,0,0
681,2,D,Quercus alba,0.1,Med,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,15.82,35.47,4.97,23.32,16.81,21,73.5,1.0,0,0
682,2,D,Quercus alba,0.1,Med,2016,Sterile,1320,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.91,13.63,3.77,18.81,21.58,19,66.5,1.0,0,0
1622,4,B,Prunus serotina,0.076,Med,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,1.0,0.0,0.23,7.67,10.42,7,24.5,0.0,1,0
685,2,B,Acer saccharum,0.082,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-07,10.58,0.0,-0.03,12.92,12.57,19,66.5,1.0,0,0
688,2,B,Quercus alba,0.082,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,23.53,37.65,5.01,19.39,20.67,20,70.0,1.0,0,0
1635,4,D,Prunus serotina,0.073,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,30.16,0.0,0.55,4.97,6.92,7,24.5,1.0,0,0
693,2,B,Quercus rubra,0.082,Med,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,14.95,30.19,3.6,25.81,14.58,17,59.5,1.0,0,0
1644,4,B,Acer saccharum,0.076,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,15.55,0.0,-0.04,13.43,12.19,7,24.5,1.0,0,0
1645,4,B,Prunus serotina,0.076,Med,2016,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,35.51,0.0,0.44,5.22,7.05,7,24.5,1.0,0,0
1647,4,B,Quercus rubra,0.076,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,28.0,0.0,3.79,26.79,14.46,7,24.5,0.0,1,0
1659,4,B,Quercus alba,0.076,Med,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,2018-06-07,0.0,0.0,3.41,23.55,15.44,7,24.5,0.0,1,0
1660,4,B,Quercus alba,0.076,Med,2016,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,17.0,41.07,4.91,21.39,18.0,7,24.5,0.0,1,0
1661,4,B,Quercus alba,0.076,Med,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,9.0,41.38,4.81,23.69,16.19,7,24.5,0.0,1,0
1668,4,D,Prunus serotina,0.073,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,21.77,0.0,0.31,5.09,6.89,7,24.5,1.0,0,0
1669,4,D,Prunus serotina,0.073,Low,2016,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,11.31,0.0,0.25,6.04,10.08,7,24.5,1.0,0,0
712,2,D,Quercus alba,0.1,Med,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.91,13.63,3.77,18.81,21.58,33,115.5,0.0,0,1
715,2,D,Quercus rubra,0.1,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.52,20.74,3.83,21.37,17.78,33,115.5,0.0,0,1
1671,4,D,Prunus serotina,0.073,Low,2016,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,11.31,0.0,0.25,6.04,10.08,7,24.5,1.0,0,0
725,2,B,Quercus alba,0.082,Med,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,16.39,15.84,4.82,17.99,21.76,33,115.5,0.0,0,1
1677,4,B,Quercus rubra,0.076,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.0,11.54,2.53,24.31,11.6,7,24.5,0.0,1,0
1683,4,B,Quercus rubra,0.076,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,12.0,26.67,3.86,19.48,19.29,7,24.5,0.0,1,0
734,2,D,Acer saccharum,0.1,Med,2017,Sterile,561,Sterile,Sterilized,AMF,Sterile,2018-06-07,7.0,0.0,0.08,12.48,12.24,19,66.5,1.0,0,0
735,2,D,Quercus alba,0.1,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.35,29.41,4.15,18.88,23.37,19,66.5,1.0,0,0
737,2,D,Quercus rubra,0.1,Med,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,29.07,37.95,3.81,26.63,14.74,33,115.5,0.0,0,1
740,2,B,Quercus alba,0.082,Med,2016,Sterile,1297,Sterile,Sterilized,EMF,Sterile,2018-06-07,0.72,0.69,2.87,19.49,17.79,23,80.5,1.0,0,0
1686,4,D,Quercus rubra,0.073,Low,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,2018-06-07,5.0,0.0,3.34,23.66,15.59,7,24.5,0.0,1,0
1693,4,B,Acer saccharum,0.076,Med,2016,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.49,0.0,0.0,10.39,10.83,7,24.5,1.0,0,0
745,2,B,Acer saccharum,0.082,Med,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,2018-06-07,10.58,0.0,-0.03,12.92,12.57,19,66.5,1.0,0,0
748,2,D,Quercus rubra,0.1,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,29.07,37.95,3.81,26.63,14.74,21,73.5,1.0,0,0
749,2,D,Quercus alba,0.1,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.35,29.41,4.15,18.88,23.37,33,115.5,0.0,0,1
1719,4,B,Quercus alba,0.076,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.0,36.84,4.41,21.5,17.62,7,24.5,0.0,1,0
758,2,B,Quercus rubra,0.082,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.2,29.08,3.72,20.64,18.29,33,115.5,0.0,0,1
1733,5,A,Prunus serotina,0.086,Med,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,0.0,0.0,0.19,7.39,11.24,7,24.5,0.0,1,0
763,2,B,Quercus rubra,0.082,Med,2016,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.54,46.06,3.79,26.87,14.81,33,115.5,0.0,0,1
1747,5,A,Quercus alba,0.086,Med,2016,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,0.0,29.41,4.86,25.77,14.43,7,24.5,0.0,1,0
1754,5,A,Quercus rubra,0.086,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,32.0,45.45,3.7,19.15,20.01,7,24.5,0.0,1,0
770,2,D,Quercus alba,0.1,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.35,29.41,4.15,18.88,23.37,33,115.5,0.0,0,1
1758,5,C,Quercus alba,0.098,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,16.0,42.86,3.97,18.39,22.39,7,24.5,0.0,1,0
1789,5,A,Prunus serotina,0.086,Med,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,35.87,0.0,0.72,10.36,13.55,7,24.5,1.0,0,0
781,2,B,Quercus alba,0.082,Med,2017,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,27.5,20.17,4.84,17.84,21.92,33,115.5,0.0,0,1
1819,5,A,Quercus rubra,0.086,Med,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,17.0,31.25,3.8,21.03,18.26,7,24.5,0.0,1,0
1826,5,A,Acer saccharum,0.086,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,15.37,0.0,-0.03,13.92,12.05,7,24.5,1.0,0,0
790,2,D,Quercus alba,0.1,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,11.18,41.63,5.24,21.72,17.86,33,115.5,0.0,0,1
795,2,B,Quercus alba,0.082,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,16.76,20.22,4.48,17.56,23.24,33,115.5,0.0,0,1
1830,5,C,Prunus serotina,0.098,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,19.52,0.0,0.35,9.6,11.9,7,24.5,1.0,0,0
798,2,B,Quercus rubra,0.082,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.73,12.61,2.58,24.61,11.98,33,115.5,0.0,0,1
1836,5,C,Prunus serotina,0.098,Med,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,0.0,0.0,0.07,4.95,9.48,7,24.5,0.0,1,0
1851,5,C,Quercus alba,0.098,Med,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,2018-06-07,12.0,20.0,3.72,19.39,19.64,7,24.5,0.0,1,0
1867,5,C,Acer saccharum,0.098,Med,2016,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,16.32,0.0,-0.05,13.42,12.12,7,24.5,1.0,0,0
1871,5,C,Acer saccharum,0.098,Med,2017,Sterile,561,Sterile,Sterilized,AMF,Sterile,2018-06-07,7.0,0.0,0.1,11.7,11.99,7,24.5,0.0,1,0
1883,5,C,Acer saccharum,0.098,Med,2017,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.56,0.0,0.05,14.23,12.65,7,24.5,1.0,0,0
